மற்றும்	and
இளவரசன்	prince
செல்கள்	cells
நிறுவனமும்	company
ஈரானிய	iranian
எப்போதுமே	always
பதிப்புரிமை	copyright
பெர்ரி	perry
பெர்ரி	berry
ஆடியோ	audio
திடீரென	suddenly
குற்றங்கள்	crimes
கரடி	bear
நிரல்கள்	programs
நிரல்கள்	applications
வில்லியம்ஸ்	williams
மனதை	mind
இப்போதும்	still
திருச்செந்தூர்	tiruchendur
சோதிடம்	astrology
ஜெயா	jaya
சுத்தம்	cleaning
காலங்கள்	times
மில்லி	millie
மில்லி	milly
மில்லி	milliseconds
ஃபிளாஷ்	flash
யுவான்	yuan
நிலத்தடி	underground
குமரி	kumari
உயிர்கள்	lives
நிறைவேற்ற	fulfill
பங்கேற்ற	participated
வசூல்	collection
துளை	hole
துளை	socket
இருப்பிடம்	location
பாவம்	poor
பாவம்	sin
கருத்தியல்	ideology
தொழிலதிபர்	businessman
தொழிலதிபர்	industrialist
பு	wed
குட்டி	kutty
குட்டி	kutti
குட்டி	little
சாம்பியன்ஷிப்	championship
காணொளி	video
பாய்கிறது	flowing
சேகரிப்பு	collection
ரியல்	real
ரியல்	rial
மிஸ்டர்	mister
கோணங்கள்	angles
சிங்களவர்	sinhalese
ஆங்கிலோ	anglo
நாக	naga
அழிவு	devastation
அழிவு	destructive
அழிவு	destruction
அச்சில்	printing
அச்சில்	warning
மணிப்பூர்	manipur
பிரச்சனை	problem
பிரச்சனை	issue
பிரச்சனை	trouble
யாராவது	anyone
நீக்கப்பட்ட	deleted
லேசர்	laser
முகாம்	camp
முகாம்	camping
வாழ்த்து	greeting
உக்ரைன்	ukraine
அப்பல்லோ	apollo
ராஜன்	rajan
ஆங்காங்கே	bitterness
விவாதம்	discussion
காட்	ghat
ஜோதி	jyoti
ஜோதி	jothi
கெமர்	khmer
விரும்புகிறேன்	want
வலைத்தளங்கள்	websites
பயிற்சிகள்	exercises
பயிற்சிகள்	drills
வித்தியாசமான	weird
வித்தியாசமான	strange
வித்தியாசமான	different
நேதாஜி	netaji
மட்டம்	level
மேடையில்	podium
ஏஞ்சல்ஸ்	angeles
கழுகு	eagle
தூக்கி	throw
ராம	rama
காமிக்ஸ்	comics
கண்டுபிடிப்புகள்	discoveries
மணந்து	marry
நானோ	nano
மூச்சு	breath
மூச்சு	breathing
லாகூர்	lahore
கற்க	learn
பிரிவுகளாக	divisions
குறள்	kural
இஸ்ரேல்	israel
வேல்	vel
நன்மைகள்	benefits
அனல்	thermal
சிறப்புகள்	specials
சிறப்புகள்	highlights
பங்களிப்பை	contribution
சாரதா	shraddha
சாரதா	sharada
மயக்கம்	trance
உலர்ந்த	dry
நிகழ்வை	event
ரமேஷ்	ramesh
கண்ணீர்	tear
கண்ணீர்	tears
இரத்தினபுரி	ratnapura
அனுமதிக்கும்	allows
லிவர்பூல்	liverpool
நிரலாக்கம்	programming
போட்டியிட்ட	contested
திருத்தலம்	shrine
கர்ணன்	karna
துன்பம்	calamity
துன்பம்	misfortune
ரசிகர்கள்	fans
ரசிகர்கள்	audience
விக்ரம்	vikram
நிறுத்தப்பட்டது	stopped
நிறுத்தப்பட்டது	aborted
ரஹ்மான்	rahman
சுஜாதா	sujata
சுஜாதா	sujatha
ஏர்வேஸ்	airways
உடல்நலம்	health
இராவணன்	ravana
சிக்கிம்	sikkim
பரஸ்பர	mutual
பக்	buck
பக்	bug
தூய்மை	cleanliness
தூய்மை	purity
தூய்மை	pure
டீன்	teen
டீன்	dean
நாடகத்தில்	drama
சுகாதாரம்	cleanliness
சுகாதாரம்	hygiene
சுகாதாரம்	health
ஆபத்தான	dangerous
மாயா	maya
வீக்கம்	inflammation
வீக்கம்	swollen
ஊசி	injection
ஊசி	needle
சில்வா	silva
சந்தித்த	met
ஹோ	ho
சூழலை	environment
இருக்கை	seat
சீசன்	season
பெற்றவை	received
ஆர்க்டிக்	arctic
எடிசன்	edison
சீடர்கள்	disciples
வீட்டின்	house
கைவிடப்பட்டது	dropped
கைவிடப்பட்டது	aborted
அகமதாபாத்	ahmedabad
நூற்றாண்டுகளாக	centuries
தொடர்கிறது	continues
தொடர்கிறது	continued
அண்டை	neighbors
அரிதான	rare
உறவை	relationship
தொலைநோக்கி	telescope
இருப்பார்கள்	springs
பொறிகள்	erase
பொறிகள்	traps
பொறிகள்	trap
ஜெய்	jai
ஜெய்	jay
உத்திகள்	strategies
உத்திகள்	tactics
உத்திகள்	techniques
பிராட்	brad
பொருத்தம்	fit
பொருத்தம்	match
தாலி	thali
செயல்பாட்டில்	active
அங்கீகரிக்கப்பட்ட	authorized
தோட்டத்தில்	garden
இயக்குனர்கள்	directors
காற்றை	wind
நிறுவல்	founded
நிறுவல்	installation
பேசிய	spoken
கண்ணி	loop
கலாம்	kalam
கூலி	wage
கூலி	reward
பிரச்சனைகள்	problems
பிரச்சனைகள்	issues
பேரரசுகள்	kingdoms
பேரரசுகள்	scoundrels
குருச்சேத்திரப்	kurukshetra
புரட்சிகர	revolutionary
அறிவியலில்	science
ஜாக்சன்	jackson
அகதிகள்	refugees
பேட்டி	interview
ரிசர்வ்	reserve
அதிகளவு	aggressive
செல்சியஸ்	celsius
சல்பைடு	sulfide
யூரோ	euro
விஜய	vijaya
டிம்	tim
டிம்	dim
பிரபலமானது	popular
பிரபலமானது	popularity
கிராமப்புற	rural
உதவிகள்	favors
மைதானத்தில்	ground
சாளுக்கிய	chalukya
கீ	gee
கேம்	game
கேம்	cam
உண்மையிலேயே	truly
ஆட்சியாளர்கள்	rulers
கண்ணதாசன்	kannadasan
நிறங்கள்	colours
நிறங்கள்	colors
கண்காட்சி	fair
நடிக்கும்	starring
புரோமைடு	bromide
விளம்பரங்கள்	promotions
விளம்பரங்கள்	endorsements
விளம்பரங்கள்	advertisements
விளம்பரங்கள்	ads
பாலக்காடு	palakkad
தரலாம்	existent
திறப்பு	opening
சமவெளி	plains
பயன்படுத்தியது	used
வளைந்த	curved
திபெத்	tibet
தாழ்த்தப்பட்ட	backward
சிறுவன்	boy
ஜீவா	jeeva
பேசினார்	spoke
சம்பவம்	incident
பகவதி	bhagwati
அமராவதி	amravati
அமராவதி	amaravati
சொந்தமாக	owns
கோளாறு	disorder
குரோமியம்	chromium
நைல்	nile
அணைகள்	dams
மீரா	meera
எண்ணும்	counting
மிளகு	pepper
சர்ச்சை	controversy
அசோக்	ashok
கடிகாரம்	timer
கடிகாரம்	clock
பொம்மை	toy
பொம்மை	doll
வழித்தடம்	pathway
ஜாக்கி	jackie
திரட்டு	catalogues
திரட்டு	collect
திரட்டு	catalogs
ஹார்டி	hardy
நகர்ப்புற	urban
விகிதங்கள்	rates
கட்டமைப்பை	framework
அப்துல்லா	abdullah
நிபுணர்கள்	experts
நிபுணர்கள்	expert
செய்முறை	recipe
மாடல்	model
சிவனின்	siva
மெட்ரோ	metro
வேட்பாளர்கள்	candidates
குவைத்	kuwait
காதலி	girlfriend
மகாலிங்கம்	mahalingam
நோயாளி	patient
கில்	gill
கார்த்திகேயன்	karthikeyan
இளமை	youth
இளமை	adolescence
படிப்புகள்	courses
தயாரிப்புகள்	products
கண்ணூர்	kannur
கென்யா	kenya
பாரத்	bharath
இளநிலை	bachelors
உள்துறை	interior
உமர்	umar
உமர்	omar
போராடி	struggling
நெல்சன்	nelson
இலாபம்	profit
நரம்பியல்	nervous
நரம்பியல்	neurological
பிரதிநிதியாக	represent
நவ	nov
வர்மா	varma
வர்மா	verma
மனோரமா	manorama
சட்டசபை	legislature
சண்டிகர்	chandigarh
பில்லி	billy
முன்னே	forwards
சாத்தியமான	potential
மாணிக்கம்	ruby
அணுகல்	access
அணுகல்	authentication
அணுகல்	accessibility
ஸ்டோன்	stone
பெயரிடப்பட்ட	named
பெயரிடப்பட்ட	titled
பதுளை	badulla
தொகு	edit
விசாகப்பட்டினம்	visakhapatnam
போதை	addiction
எரியும்	burning
மற்றுமொரு	another
உருவாக்கியவர்	creator
ரக்பி	rugby
ஒப்பீடு	comparison
கெடா	kedah
பாம்புகள்	snakes
தள்ளி	pushed
தள்ளி	away
பாகுபாடு	discrimination
சிவம்	shivam
சிவம்	sivam
போராளி	warrior
போராளி	rebel
வணிகர்	traders
வணிகர்	merchant
நவாப்	nawab
நாளைக்கு	tomorrow
விடாமல்	letting
பங்களிப்பாளர்	contributor
சமஸ்கிருதம்	sanskrit
இலக்குகள்	goals
மங்கலம்	mangalam
கல்யாண	banquet
தெலுங்கில்	telugu
சோறு	rice
ஆக்ரா	agra
குக்	cook
நுகர்வு	consumption
சுரங்கம்	tunnel
சுரங்கம்	mining
ரியோ	rio
சுருக்கமான	brief
துரை	durai
பற்கள்	teeth
பாசம்	affection
முடிக்க	finish
புத்தளம்	puttalam
பிரான்சிஸ்கோ	francisco
கலவரம்	riots
கலவரம்	riot
அருண்	arun
ஆய்வகம்	laboratory
ஆய்வகம்	observatory
இயக்கு	on
இயக்கு	play
இயக்கு	enable
ஃபியட்	fiat
விவாதங்கள்	discussions
ஒவ்வாமை	allergies
ஒவ்வாமை	allergy
இதற்கிடையில்	meanwhile
போலீஸ்	police
கடின	hard
நிரந்தரமாக	forever
நிரந்தரமாக	permanently
அரேபிய	arabian
சாய்வு	gradient
சாய்வு	tilt
கிராமி	grammy
நாட்டம்	orientation
நாட்டம்	fade
பேரியம்	barium
உலை	boiler
சாகர்	sagar
மேல்நிலை	upper
கதவு	door
திப்பு	tipu
விஞ்ஞானிகள்	scientists
செல்கிறார்	going
லி	li
தீவிரவாதிகள்	terrorists
வாசகர்	readers
வாசகர்	reader
பிரஸ்	press
எரி	ignition
எரி	fuel
சுபாஷ்	subash
சுபாஷ்	subhash
அவுட்	out
பங்களிப்பாளர்கள்	contributors
வைப்பு	deposit
படுக்கை	bed
உணர்வுகள்	feelings
மீட்பு	recovery
மீட்பு	rescue
கொம்பு	horn
சொத்துக்கள்	assets
நண்பன்	friend
அகல	wide
மார்டின்	martin
சேக்	sheikh
சேக்	zach
ஒப்புக்	confessed
ஒப்புக்	acknowledge
முற்றிலுமாக	absolutely
ஷோ	sho
உரையாடல்கள்	conversations
உரையாடல்கள்	dialogues
பத்திரிகையாளர்	journalist
அனுப்பியது	sent
பரணி	bharani
கைகள்	arms
கைகள்	hands
மின்னழுத்த	voltage
உடைகள்	wear
உடைகள்	dresses
உடைகள்	clothes
குதிரைகள்	horses
வாயுக்கள்	gases
டாக்	dock
தயாராக	ready
தயாராக	willing
கயிறு	rope
கயிறு	coir
ஆள்	guy
கவசம்	helmet
கவசம்	shield
கொண்டுவரப்பட்டது	brought
பயிர்கள்	crops
வானியலாளர்	astronomer
கைதிகள்	prisoners
பரிந்துரைக்கப்பட்டது	suggested
பரிந்துரைக்கப்பட்டது	recommended
உண்மையாக	true
கிலோகிராம்	kilogram
அமைச்சரவை	cabinet
அமைச்சரவை	ministry
வேட்டை	hunt
வேட்டை	hunting
வெளியிடுகிறது	publishing
காய்கறிகள்	vegetables
நைட்ரஜன்	nitrogen
மூலதனம்	capital
போகிறது	going
இனிப்பு	dessert
இனிப்பு	sweetness
இனிப்பு	sweet
உவமை	parable
மரியோ	mario
சுற்றுப்பாதை	orbit
முன்னேற்ற	progress
எரிவாயு	gas
இயன்	ian
சேவியர்	xavier
விளிம்பு	delimiter
விளிம்பு	edge
விளிம்பு	border
விளக்கினார்	explained
நீடித்த	durable
செய்	sei
செய்	render
ஹரி	hari
வாசிக்க	read
அறிவுரை	advice
அயோடைடு	iodide
பிரிவினை	partition
மறந்து	forgotten
மறந்து	forget
மறந்து	forgot
மகிந்த	mahinda
சவுதி	saudi
விசைப்பலகை	keyboard
சில்லறை	retail
ஸ்டாலின்	stalin
ஸ்டாலின்	stallion
சந்தியா	sandhya
சதுப்பு	swamp
இல்லையெனில்	otherwise
தோமஸ்	thomas
முதுநிலை	masters
மீடியாவிக்கி	mediawiki
கனவில்	dreamt
கனவில்	dream
பயணிக்கும்	traveling
நுண்ணறிவு	intelligence
கங்கா	ganga
காம	kama
வாங்கிய	bought
விற்கும்	pusher
அனுராதபுரம்	anuradhapura
பிரவுன்	brown
அனுமன்	hanuman
அநேகமாக	probably
முரளி	murali
சாவ்	chau
காசு	gass
மார்க்சிஸ்ட்	marxist
கரைசல்	solution
மார்பக	breast
தரவரிசையில்	rankings
பாலாஜி	balaji
கிரீன்	green
மார்பு	chest
வழக்கத்தில்	irregular
கூட்டங்கள்	meetings
பிரபலம்	popular
பிரபலம்	celebrity
உத்தி	strategy
அறியப்படாத	anonymous
தரவரிசை	ranking
மதுரா	mathura
வளர்சிதை	metabolism
பின்லாந்து	finland
பேராயர்	archbishop
ஊர்வன	reptile
முதலீட்டாளர்கள்	investors
பல்துறை	versatile
மின்னல்	lightening
மின்னல்	lighting
மின்னல்	lightning
சுமந்து	carry
உயிர்வேதியியல்	biochemistry
உடற்பயிற்சி	workout
உடற்பயிற்சி	exercising
உடற்பயிற்சி	exercise
உடற்பயிற்சி	fitness
மதிப்பீடுகள்	reviews
மதிப்பீடுகள்	ratings
சீதை	sita
பாங்க்	phang
வியன்னா	vienna
களிமண்	clay
ரிக்	rig
ரிக்	rick
லிங்கன்	lincoln
சீடர்	cedar
சீடர்	disciple
அனுப்பிய	sent
இயக்கப்பட்டது	enabled
தொட்டி	bin
வசதியாக	comfortable
வியாபாரம்	business
தூய்மையான	purest
தூய்மையான	pure
ஈப்போ	ipoh
ஆல்ஃபா	alpha
கோபால்	gopal
சேதுபதி	sethupathi
படிகள்	steps
பஞ்சு	sponge
பஞ்சு	cotton
உறுப்புக்கள்	boobies
கிறிஸ்துமஸ்	christmas
ஆதரிக்கும்	supports
இன்டெல்	intel
ஸ்ரீதர்	sridhar
புக்கிட்	bukit
விடுதிகள்	hotels
வார்டு	ward
உற்பத்தியாளர்கள்	manufacturers
தடைகள்	obstacles
தட்டையான	flat
சந்திரசேகர்	chandrasekhar
பாலூட்டி	mammals
பேய்	ghost
பேய்	devil
பிரகடனம்	declaration
குறைப்பு	reduction
சஞ்சய்	sanjay
தெரேசா	teresa
தெரேசா	theresa
இமாச்சலப்	himachal
முரண்பாடு	conflict
நகல்	duplicate
நகல்	copy
நாவல்கள்	novels
யோகா	yoga
ஆஸ்கார்	oscar
கழுத்து	neck
ஸ்டீவன்	steven
அண்டம்	universe
ஐரோப்பியர்	europeans
ஐரோப்பியர்	european
திருத்த	amendment
பொதுவுடைமை	communism
ஆமை	turtle
ஆமை	tortoise
ஏற்பாடுகள்	arrangement
ஏற்பாடுகள்	arrangements
சுரப்பி	gland
வல்லுநர்கள்	professionals
மாத்திரை	pill
வலியுறுத்தி	emphasize
குறிப்பிடுகின்றது	dealing
டோக்கியோ	tokyo
ஆரோக்கியமான	healthy
பேரன்	grandson
எருமை	buffalo
தொழிலாக	career
எழுதுதல்	burning
எழுதுதல்	writing
சாதகமாக	positively
செயற்குழு	executive
காவல்துறையினர்	police
கோணத்தில்	angle
செடிகள்	plants
வீரம்	bravery
சிம்	sim
ஜெர்ரி	jerry
பதிவிறக்கம்	downloading
சுமை	load
சுமை	burden
தாரா	tara
கோட்டயம்	kottayam
வழக்கறிஞர்கள்	lawyers
டிராகன்	dragon
கொண்டாடும்	celebrate
சனிக்கிழமை	saturday
நம்மை	us
இலக்க	digit
யோசேப்பு	joseph
வலிப்பு	epilepsy
ஊவா	uva
கொண்டிருக்கின்றது	ambush
வகுத்தல்	division
தரவுத்தளம்	database
முடிக்கப்பட்டது	completed
முடிக்கப்பட்டது	finished
செயலை	action
நிறைவேற்றப்பட்டது	executed
சகோதரிகள்	sisters
நேர்மறை	positive
ஹைதராபாத்	hyderabad
வரையப்படும்	drawn
மனநிலை	mood
செங்கல்பட்டு	chengalpattu
கௌதம	gautama
குற்ற	guilty
ஓவியர்கள்	painters
மயிலை	peacock
குஜராத்தி	gujarati
பிராங்க்	frank
பிராங்க்	franck
தாது	ore
தாது	mineral
மந்திர	magical
சர்ச்சைக்குரிய	problematic
சர்ச்சைக்குரிய	controversial
கிட்டார்	guitar
பண்டிகை	festival
பண்டிகை	festive
ஆறுமுகம்	arumugam
பாண்டி	pandi
முடியாட்சி	monarchy
அடித்தளம்	foundation
தியேட்டர்	theater
தியேட்டர்	theatre
தட்சிணாமூர்த்தி	dakshinamurthy
வரிசைகள்	array
பிடி	catch
பிடி	hold
ஒருபோதும்	never
மாங்கனீசு	manganese
ரத்னா	ratna
துருவ	polar
அபாயம்	danger
மிகுதி	gorge
சூடான்	sudan
உருமாற்றம்	transformation
சிகரம்	peak
தியாகம்	sacrifice
மகாராஜா	maharaja
குன்று	hill
கணக்குகள்	accounts
வாங்கியது	purchased
வாங்கியது	bought
சுருக்க	abbreviation
மார்ஷல்	marshall
வெறுமனே	simply
விஜயகாந்த்	vijayakanth
துவக்கப்பட்டது	launched
காலில்	leg
பியர்	beer
எட்டியது	scraps
பின்வருவன	upcoming
பெருங்குடல்	colon
மாணவர்களும்	students
புலனாய்வு	intelligence
பிரபாகரன்	prabhakaran
செனட்	senate
ஐயம்	doubt
ஐதராக்சைடு	hydroxide
மோசமாக	badly
மோசமாக	worse
மோசமாக	poorly
நம்புகிறேன்	hoping
நம்புகிறேன்	hope
கென்னடி	kennedy
உருளை	sphere
டிலான்	dylan
யூதர்களின்	jewish
அறிவுசார்	intellectual
நாக்பூர்	nagpur
அதிரடி	action
வெப்பத்தை	heat
ஹவாய்	hawaii
விளக்கி	descriptor
ஹாரிஸ்	haris
ஹாரிஸ்	harris
கோபுரங்கள்	towers
பிளாட்டினம்	platinum
முக	facial
முக	face
கூம்பு	conic
கூம்பு	conical
கூம்பு	cone
பாலைவனம்	desert
ஜொகூர்	johor
சாவித்திரி	savitri
பிரச்சாரம்	campaign
டின்	tin
சாவோ	são
சாவோ	cao
சாவோ	chao
சீனி	sugar
எதிரி	enemy
காட்டியது	showed
கொடுப்பது	giving
காட்டப்படும்	shown
கடவுள்கள்	gods
ஆடைகள்	clothing
ஆடைகள்	dresses
ஆடைகள்	clothes
நினைவுகள்	memories
சார்லி	charlie
அமேசான்	amazon
ராமச்சந்திரன்	ramachandran
துத்தநாக	zinc
பாலங்கள்	bridges
சுவர்கள்	walls
புளோரைடு	fluoride
மாற்றப்பட்ட	changed
மாற்றப்பட்ட	modified
மரு	maru
தேர்ந்தெடுக்கப்பட்டது	selected
வேலி	veli
வேலி	fence
விளையாட்டை	play
பாண்டிச்சேரி	pondicherry
பாண்டிச்சேரி	pondichéry
வேற்று	extraterrestrial
செம்பு	copper
கொடுத்தல்	giving
துவங்கப்பட்டது	inaugurated
சிகிச்சைகள்	treatments
ஜஸ்டின்	justin
அமோனியம்	ammonium
கடல்சார்	maritime
மேதை	genius
மேதை	scholar
மேதை	legend
கோலம்	sphere
கோலம்	kolam
கோலம்	rangoli
அறுபத்து	sixty
ஆதரவாளர்கள்	supporters
கத்தி	dagger
கத்தி	knife
உயர்த்தி	elevator
அந்தோனி	anthony
அந்தோனி	antony
வெண்மை	whitening
மறைவு	stealth
மறைவு	death
சூடு	hot
கவனமாக	carefully
கவனமாக	careful
வருங்கால	future
வெப்பமண்டல	tropical
தகவல்தொடர்பு	communication
கலகம்	riot
\,\	\,\
ஜேக்	jack
யுவன்	yuvan
பதின்ம	decimal
அதிர்வு	vibe
அதிர்வு	turbulence
அதிர்வு	vibration
சைன்	stroke
சைன்	sine
சைன்	pine
குழி	pit
செட்டி	chetty
அலங்காரம்	filter
அலங்காரம்	decoration
எண்ணங்கள்	thoughts
டெட்	ted
டெட்	deck
சம்பளம்	salary
சீசர்	caesar
சீசர்	cesar
தாக்கியது	midweek
சத்யராஜ்	sathyaraj
மைக்ரோ	micro
கியூபா	cuba
நண்டு	crab
உசேன்	hussein
நேராக	straight
புரம்	puram
சத்தீஸ்கர்	chhattisgarh
லேடி	lady
ரஞ்சித்	ranjith
மகளும்	daughter
பதினொரு	eleven
கானா	ghana
கேம்பிரிட்ஜ்	cambridge
பாட்டில்	bottle
கழுத்தில்	neck
அய்யனார்	ayyanar
சிற்பி	architect
மாலிக்	malik
டேட்டா	data
பதக்கங்கள்	medals
சரண்	charan
உபநிடதம்	upanishad
கிருதி	kriti
கிரிஸ்	chris
அடையாளங்கள்	identities
அடையாளங்கள்	tags
அலுவலர்கள்	officers
மாத்தளை	matale
சுற்றுப்பயணம்	tour
கற்பித்தல்	teaching
உத்தர	uttara
உறவினர்	relative
உறவினர்	neighbour
உறவினர்	neighbor
உறவினர்	cousin
பயணி	passenger
ஆலயங்கள்	chapels
லெபனான்	lebanon
அலன்	allen
அலன்	alan
ஏவுகணைகள்	missiles
தொலைதொடர்பு	communication
தேர்வுகள்	tests
தேர்வுகள்	selection
தேர்வுகள்	options
ஹான்	han
பத்மினி	padmini
செய்தார்கள்	did
குணங்கள்	attributes
கச்சேரி	concert
கியூ	kieu
டார்க்	dark
கண்ணோட்டம்	overview
கண்ணோட்டம்	review
சுரங்க	mining
தாக்கிய	attacked
காந்திநகர்	gandhinagar
கடிதங்கள்	letters
பப்புவா	papua
வாடிக்கையாளர்கள்	customers
வெடித்தது	exploded
சோதனையில்	test
தென்றல்	breeze
தேசங்கள்	nations
வித்யா	vidhya
வித்யா	vidya
வேண்டுமென்றே	deliberate
வேண்டுமென்றே	intentionally
வேண்டுமென்றே	deliberately
வேண்டுமென்றே	intentional
மாத்தறை	matara
ஆர்ட்ஸ்	arts
சேது	sethu
சேது	setu
பேச்சாளர்	orator
பேச்சாளர்	speaker
சந்தைகள்	markets
பெஞ்சமின்	benjamin
கட்டுதல்	building
நெசவு	weaving
விஜயன்	vijayan
ஒலிம்பிக்கில்	olympic
சமாளிக்க	tackle
ஆணையர்	commissioner
இலையுதிர்	autumn
பூட்டான்	bhutan
அமர்வு	session
கிளி	parrot
நகர்ந்து	move
நகர்ந்து	moved
இருக்கைகள்	seats
மறைமாவட்டம்	diocese
தாயகம்	motherland
வாலி	wally
கழிவுகள்	debris
பெறவும்	get
பிரதிநிதி	representative
வெப்	webb
வாரணாசி	varanasi
வயிறு	stomach
வயிறு	belly
வயிறு	abdomen
மணிகள்	hours
விலக்கு	dismiss
விலக்கு	suspend
கிறிஸ்டோபர்	christopher
மதிப்பெண்	score
தோன்றுகின்றன	dubious
செய்தித்தாள்	newspaper
செய்தித்தாள்	newspapers
ஈயம்	lead
மிச்சிகன்	michigan
மொத்தத்தில்	overall
பிரதேசங்கள்	territories
தந்தி	trick
தந்தி	telegram
டிவிடி	dvd
குயில்	cuckoo
வினோத்	vinod
மெட்ராஸ்	madras
இசைக்கருவி	instrument
துவக்கம்	begin
துவக்கம்	startup
விமர்சகர்	critic
ராகுல்	rahul
மதுரைக்	madura
உபகரணங்கள்	equipment
உபகரணங்கள்	appliances
ஆட்டங்கள்	gaming
வஞ்சி	calamus
ரயில்கள்	trains
கிதார்	guitar
செயற்கையாக	artificially
ஏபிசி	apc
வெளிச்சம்	light
வெளிச்சம்	brightness
நம்பியார்	nambiar
ஆன்மிக	mystical
விழுந்த	fallen
புஷ்	push
ஜெயந்தி	jayanti
ஜெயந்தி	jayanthi
சாம்பியன்	champion
முகர்ஜி	mukherjee
சந்தைப்படுத்தல்	marketing
சுனாமி	tsunami
குகைகள்	caves
கவுன்சில்	council
ஏற்காடு	yercaud
ஃபோர்ட்	ford
புரிதல்	understanding
லாரன்ஸ்	lawrence
ஹீரோ	hero
கிண்ணம்	bowl
கிண்ணம்	cup
நெல்லூர்	nellore
இதோ	here
போட்டியாளர்கள்	players
போட்டியாளர்கள்	competitors
பார்வையாளர்	audience
படைகளும்	hosts
தளபதிகள்	generals
தளபதிகள்	commanders
தளபதிகள்	captains
கிறிஸ்	chris
சொல்கிறது	says
படகுகள்	boats
ஈடுபட	engage
கணிமை	computing
கருதுகோள்	hypothesis
ஏற்பு	acceptance
பிரகாசமான	bright
ஆக்கிரமிப்பு	occupation
அழகாக	beautiful
அழகாக	beautifully
பாரம்பரியம்	traditional
பாரம்பரியம்	cultural
பாரம்பரியம்	tradition
நீதித்துறை	judiciary
வயல்	field
காயங்கள்	injuries
காயங்கள்	wounds
ஆந்திரா	andhra
சித்தாந்தம்	ideology
கீதம்	anthem
மீதி	balance
அமீர்	ameer
அமீர்	amir
ஹோண்டா	honda
பெறுகின்றனர்	hangouts
உத்தரவு	command
நரேந்திர	narendra
வண்டு	beetle
தைராய்டு	thyroid
தைராய்டு	artichokes
ரஜினிகாந்த்	rajinikanth
விரிந்த	wide
இன்சுலின்	insulin
சீட்டு	card
கணக்கிடப்படுகிறது	calculated
தெரிவித்துள்ளார்	cleverly
பசி	hungry
பசி	hunger
பதின்மூன்று	thirteen
மூலையில்	corner
லினக்சு	linux
தவறாகப்	abused
பண்டாரநாயக்கா	bandaranaike
சச்சின்	sachin
அவளுக்கு	she
ஆனி	annie
வேலைவாய்ப்பு	employment
பாடலைப்	song
ஊக்கம்	motivation
கிகி	kiki
லங்கா	lanka
தெய்வீக	divine
பாபர்	babri
பாபர்	babar
நிச்சயமாக	indeed
நிச்சயமாக	sure
நிச்சயமாக	surely
நிச்சயமாக	definitely
நிற்க	stand
மாமா	mama
மாமா	uncle
பாட்டி	grandmother
பாட்டி	granny
பாட்டி	grandma
பருமன்	obesity
பருமன்	retirees
தாம்சன்	thompson
தாம்சன்	thomson
எதிர்கொள்ள	faced
பேட்	pad
மருந்துகளை	medications
வெற்றியாளர்கள்	winners
புறா	dove
புறா	pigeon
காமராஜ்	kamaraj
ரோசா	rosa
ஒப்புமை	analogy
பைங்குடில்	greenhouse
துர்க்கை	durga
கவி	kavi
குத்துச்சண்டை	boxing
குத்துச்சண்டை	wrestling
நாரை	stork
கிராமிய	folk
இடையூறு	disturbance
இடையூறு	interfere
பயம்	fear
பயம்	afraid
பயம்	horror
பயம்	scared
கையாள	handle
தவறுதலாக	mistakenly
காரி	kari
பகுத்தறிவு	rationality
ராபின்	robin
மிதக்கும்	floating
நோவா	noah
உரோம	hairy
மூலிகை	herb
பாஸ்டன்	boston
கடத்தி	conductor
கான்பூர்	kanpur
நீர்வீழ்ச்சி	waterfalls
நீர்வீழ்ச்சி	waterfall
தடுப்பூசி	vaccine
பனாமா	panama
சேர்ப்பது	adding
பாதிக்கிறது	affects
பாதிக்கிறது	affecting
பருப்பு	lentil
பருப்பு	daal
பருப்பு	nut
தொடு	touch
ஆர்சனிக்	arsenic
துறவிகள்	monks
அண்ணாதுரை	annadurai
சொல்கிறார்	says
குளியல்	bath
ஊர்வலம்	rally
ஊர்வலம்	procession
கேபிள்	cable
வடிவமைப்பாளர்	designer
அழகியல்	aesthetics
வலியுறுத்தினார்	insisted
ஒமேகா	omega
இளஞ்சிவப்பு	pink
இளஞ்சிவப்பு	lilac
கணவாய்	cuttlefish
சுத்தமான	clean
எல்லோருக்கும்	everybody
பயணத்தில்	journey
பயணத்தில்	traveling
ஆடம்	adam
பாதிக்கப்பட்டு	affected
லோகன்	logan
நீக்கப்பட்டது	deleted
நீக்கப்பட்டது	removed
சந்தேகம்	doubt
அன்புடன்	rgds
அன்புடன்	regards
வித்தியாசம்	diff
வித்தியாசம்	difference
வித்தியாசம்	contrast
}}}}}}}}}}}}	}}}}}}}}}}}}
வாய்வழி	oral
மேக்	mac
ஏடு	deck
பெண்ணியம்	feminism
சியோல்	seoul
ரகசிய	secret
விவாகரத்து	divorce
விவாகரத்து	divorced
ஓய்வூதியம்	pension
தனித்தன்மை	distance
அடோப்	adobe
வைரம்	diamond
துளசி	basil
துளசி	tulasi
துளசி	thulasi
துளசி	tulsi
வால்மீகி	valmiki
கிரே	greyscale
கிரே	gray
கிரே	grayscale
பாளையங்கோட்டை	palayamkottai
பேக்	pack
விலைகள்	prices
விலைகள்	rates
முதலை	alligator
முதலை	crocodile
திருத்தப்பட்ட	revised
நெட்	net
வெள்ளிக்கிழமை	friday
யான்	yan
