категорија	category
трансфузии	transfusions
пробивајќи	puncturing
остроготи	ostrogoths
антагонистички	adversarial
запалки	lighters
преполно	crawling
прикачи	attach
прикачи	upload
ингеборг	ingeborg
укинуваат	abolish
ларингитис	laryngitis
саболч	szabolcs
фог	fogg
симпатична	sympathetic
мартинсон	martinson
нишапур	nishapur
грегсон	gregson
арминиј	arminius
хјоринг	hjørring
перцептивни	perceptual
асц	asc
бершева	beersheba
лесепс	lesseps
исконска	pristine
дискусиона	deliberative
хилсбороу	hillsborough
алитус	alytus
олафсон	ólafsson
палците	thumbs
кормак	cormac
боланд	boland
барис	baris
шиди	sheedy
хул	hul
конфронтации	confrontations
енџи	angie
мусаб	musab
полетувања	takeoffs
реш	rech
замеша	surveying
имени	imeni
регионализација	regionalisation
браски	braschi
пешавар	peshawar
коладо	collado
рфм	rfm
неодреденоста	vagueness
рубан	ruban
зидови	walls
бородин	borodin
микис	mikis
мимикрија	mimicry
безгрешно	immaculate
указите	ordinances
натопени	soaked
фјуране	fjordane
марамчиња	hanky
марамчиња	handkerchiefs
марамчиња	tissues
амброзија	ambrosia
велтер	welterweight
брјанска	bryansk
рес	rhesus
рес	res
ховерла	hoverla
лисицки	lisicki
ратификуваше	ratifies
ратификуваше	ratified
дебакл	debacle
доцнења	delays
журка	party
ебам	fuck
аладар	aladár
измешаат	confuse
остварлива	attainable
остварлива	viable
остварлива	achievable
персонализирани	personalized
седиментна	sedimentary
калеб	caleb
фергус	fergus
хакан	hakan
шницла	schnitzel
залудна	vain
оптоелектроника	optoelectronics
кусто	cousteau
кеита	keita
вештак	coroner
ерон	aaron
засрамувачки	embarrassing
клинец	nail
еколози	conservationist
лајтнер	leitner
пенев	penev
кројц	kreutz
франција}}	france}}
џигер	liver
гвардија	guardia
беспрекорна	impeccable
беспрекорна	unflinching
спиејќи	sleeping
хакасија	khakassia
ноќевање	bed
отежнати	aggravated
пупи	pupi
комплимент	compliment
џемпер	sweater
џемпер	jumper
пападопулос	papadopoulos
толи	toli
додс	dodds
рапанујски	rapanui
шеп	shep
дарувар	daruvar
гомора	gomorrah
лази	crawl
морони	morons
лонгботом	longbottom
банкрофт	bancroft
босе	bose
душеци	mattresses
душеци	mats
винкел	winkel
конгресменот	congressman
савин	savin
оплоди	impregnated
пренасочена	sidetracked
бранењето	befriending
печатачот	printer
поканетите	invitees
кинематографи	cinematographers
самариум	samarium
фармерките	jeans
поснер	posner
коменски	comenius
сачмарка	shotgun
поротник	jury
поротник	juror
еднa	edna
почиста	cleaner
амалтеја	amalthea
придодаде	appended
условување	conditioning
топлес	topless
смртници	mortals
зубков	zubkov
насипите	dikes
бард	bard
инфицирано	infected
пјерик	pierrick
амбриџ	umbridge
препирки	skirmishing
тедер	tedder
терапевти	therapists
бундестаг	bundestag
маркион	marcion
леблебија	chickpea
ослабувањето	attenuation
чејни	chaney
чејни	cheney
завиткана	wrapped
завиткана	crumpled
букиднон	bukidnon
залуден	futile
џерико	jericho
баас	baath
кастамону	kastamonu
несторијанство	nestorianism
австралијци	australians
холизам	holism
новалис	novalis
белмопан	belmopan
неврохирург	neurosurgeon
стабиле	stabile
препроцесори	preprocessor
одметници	outlaws
одметници	renegades
манипулатор	manipulator
руменило	blush
филипинците	filipinos
кабриолет	convertible
кабриолет	cabriolet
таха	taha
лоце	lhotse
васили	vasili
волков	volkov
оптоварен	saddled
ебр	esu
куќарка	cabin
фрајхер	freiherr
долф	dolf
заедништвото	togetherness
алемани	alemanni
тротоар	sidewalk
холст	holst
феи	fei
градиенти	gradient
градиенти	gradients
мекгваер	maguire
велтон	welton
рохан	rohan
поплавен	flooded
години,	years,
волинска	volyn
хамади	hammadi
плачеше	cried
доктрините	doctrines
тиркиз	turquoise
загадениот	polluted
розо	roseau
џубокс	jukebox
кајуга	cayuga
денет	dennett
огар	ogre
огар	ogres
вегенер	wegener
ветеринарни	veterinary
пазуви	armpits
ињариту	iñárritu
бескорисно	useless
литографии	lithographs
терање	prod
неправдите	injustices
заладени	strained
фодор	fodor
берио	berio
екстремистички	extremist
трагикомедија	tragicomedy
витиг	wittig
котар	kotar
глатко	seamless
кумар	kumar
оправдание	justification
позитивност	positivity
алје	allier
карлин	carlin
киназа	kinase
бенињи	benigni
сатен	satin
сатен	satan
љанос	llanos
субвенција	subsidy
годишникот	yearbook
манирите	manners
касапот	butcher
мокрањац	mokranjac
тетки	aunts
даба	daba
ќесички	bundles
ментон	menton
црногорец	montenegrin
црногорец	montenegrins
апсолут	absolut
вилниус	vilnius
субраманијан	subrahmanyan
рокас	rochas
тропање	knock
ретимно	rethymno
дождлив	rainy
башка	besides
пустошењето	desolation
данхил	dunhill
холограм	hologram
радиација	radiation
динго	dingo
санкционирани	sanctioned
лижат	lick
бојкотираа	boycotted
неприродно	unnatural
бензен	benzene
пупунец	hoopoe
сикорски	sikorski
мегрелија	samegrelo
заболекар	dentist
подмолен	devious
подмолен	insidious
кориолисова	coriolis
херст	hearst
кокни	cockney
масбате	masbate
баина	bajina
кибер	cyber
папараци	paparazzi
незаборавно	memorable
незаборавно	unforgettable
поткопа	erode
поткопа	undermine
тали	talley
тали	tully
халими	halimi
пролетер	proleter
кумански	cuman
дипломираат	graduating
креатинин	creatinine
тајрон	tyrone
анегдотски	anecdotal
марџ	marge
рабен	raben
јајниците	ovaries
труе	sucks
франшизите	franchises
паниониос	panionios
хулахопки	pantyhose
бахамски	bahamian
прус	preuss
емре	emre
ровот	trench
сорсогон	sorsogon
практичноста	practicality
антилите	indies
собота	sobota
стекот	fillets
вентилатор	ventilator
вентилатор	fan
рошел	rochelle
јоргенсен	jorgensen
филимон	philemon
нелегитимен	illegitimate
довидување	bye
неточности	inaccuracy
моторизирана	motorised
малолетна	underage
изгаснати	extinguished
лодердејл	lauderdale
остриги	oysters
приедор	prijedor
галама	noise
перица	perica
морсби	moresby
казал	casal
јавачите	horsemen
мерв	merv
злоупотребувани	abused
саито	saito
гласач	voter
оперативци	operatives
скола	scola
гримшо	grimshaw
белведер	belvedere
белведер	gazebo
пакстон	paxton
хезболах	hezbollah
ижевск	izhevsk
мвс	mvs
кригла	mug
кригла	pint
кларендон	clarendon
алтруизам	altruism
пиротехниката	pyrotechnics
вајтинг	whiting
фасцинантен	fascinating
бликсен	blixen
окулар	eyepiece
бермуди	bermuda
роха	rocha
грабна	grabbed
будали	fools
монровија	monrovia
парализирана	paralysed
парализирана	paralyzed
изморена	weary
изморена	tired
понижи	humiliate
ароганција	arrogance
синис	sinise
бригам	brigham
левијатан	leviathan
мијастенија	myasthenia
кетеринг	caterer
кетеринг	catering
омонија	omonia
идиличен	idyllic
пиридин	pyridine
герда	gerda
бегаван	begawan
очекувајте	expect
јоргован	lilac
трпеливо	patiently
лимонска	citric
ризал	rizal
травертин	travertine
напомени	disclaimers
франкфуртер	frankfurter
фентон	fenton
енергичност	verve
лиен	leann
колберт	colbert
мештровиќ	meštrović
нечесна	dishonest
инг	ing
лекси	lexie
лекси	lexi
епи	epi
ариадна	ariadna
расне	grows
планктон	plankton
навлаки	covers
копилиња	bastards
розмари	rosemary
загарантиран	guaranteed
кисун	kissoon
јозо	jozo
доаѓам	coming
васи	wasi
тесеракт	tesseract
вакцинираат	vaccinate
реагираше	reacted
исламисти	islamists
вајсмен	weissman
насмеана	smiling
лобира	lobbies
викендичка	lodge
викендичка	cottage
викендичка	guesthouse
прељубата	adultery
андуин	anduin
соловјов	solovyov
мортенсен	mortensen
братоубиство	fratricide
урибе	uribe
скендер	skender
каспер	kasper
каспер	casper
пивницата	alehouse
сантер	santer
скво	squaw
вилија	neris
таблоиди	tabloids
хараре	harare
ниеве	nieve
шенау	schönau
харири	hariri
посреќни	happier
штиглиц	stiglitz
стеф	stef
стеф	steph
храдец	hradec
брзаат	rushing
милијардери	billionaires
чагос	chagos
одѕив	turnout
биогеографски	biogeographical
зададениот	specified
тријади	triads
терористичко	terrorist
морисет	morissette
вонбродски	outboard
михаи	mihai
информираше	briefs
липецка	lipetsk
хулк	hulk
присутниот	attendee
нематеријално	immaterial
лојола	loyola
коркут	korkut
еделман	edelman
роли	rollie
хнум	khnum
бое	constituency
фирерот	fuhrer
фирерот	führer
асинхроно	asynchronously
ишикава	ishikawa
озбилно	serious
озбилно	seriously
армјанск	armyansk
сезер	sezer
лорејн	lorraine
фетиш	fetish
теминк	temminck
чворови	knots
антипатија	antipathy
андовер	andover
преправи	overridden
ковачиќ	kovačić
локал	hangout
неважен	unimportant
ревитализира	revitalize
апетити	appetites
стегнат	uptight
сирупи	syrups
ненадејните	windfall
агенди	agendas
девоншир	devonshire
серијализам	serialism
маскенбал	masquerade
честит	merry
саркастично	sarcastically
ембриологија	embryology
мутуализам	mutualism
херманс	hermans
лигаза	ligase
колберг	colberg
категорички	categorically
берета	beretta
балмер	ballmer
узурпатори	usurpers
итв	itv
уништувачи	destroyers
гванахуато	guanajuato
менаџира	uav
точак	bike
гручо	groucho
парфимерија	perfumery
соучество	complicity
пожарникари	firefighters
пожарникари	firemen
пожарникарот	fireman
араухо	araujo
карион	carrión
екскалибур	excalibur
пореметен	disturbed
пореметен	deranged
пореметен	raving
санда	sanda
избоден	stabbed
конон	conon
сфк	sfk
баха	baja
мутира	mutate
мутира	mutating
жисје	jussieu
флорентино	florentino
страјк	strike
братејн	brattain
#во	#in
#во	#at
кеико	keiko
ранкин	rankin
флоренсио	florencio
булд	bould
супермодел	supermodel
хидалго	hidalgo
ѕвончето	doorbell
ревносно	fervently
џеновски	genoese
фрекфентниот	congested
скрапар	skrapar
паразитизам	parasitism
бањање	bath
дарвиш	darwish
цхинвали	tskhinvali
тилапија	tilapia
покорни	abiding
проектираните	projected
преубава	beautiful
ројтлинген	reutlingen
бандини	bandini
шакти	shakhty
хенес	hoeneß
остерман	osterman
роанок	roanoke
спогодбите	treaties
рифаи	rifai
догматски	dogmatic
градиме	build
поубави	nicer
микенскиот	mycenaean
мим	mim
абахо	abajo
туан	tuan
страница}}	page}}
лосада	losada
завоите	wrappings
дремка	nap
ослабениот	ailing
меристем	meristem
иноватори	innovators
иноватори	inventors
засладувач	sweetener
трепка	blinking
трепка	blink
себ	seb
гелар	gellar
септички	septic
тврдоглавост	stubbornness
золта	zoltán
кришнамурти	krishnamurti
поки	pokey
деформацијата	deformity
шервуд	sherwood
срамежливо	shy
напнат	uptight
напнат	tense
напнат	edgy
мајчинска	maternal
испари	vaporize
непосакуваните	undesirables
шварцшилд	schwarzschild
турнал	jerked
воскреснува	resurrects
пермутации	permutations
ланолин	lanolin
прекривање	overlay
алатник	toolbar
фомалхаут	fomalhaut
парга	parga
канола	canola
женствен	effeminate
фелтон	felton
тимбукту	timbuktu
мајонез	mayonnaise
монтреј	montreuil
блај	bly
лали	lali
голтник	pharynx
расипано	rotten
додворувачи	suitors
хојт	hoyt
холгер	holger
карни	carney
униформирани	uniformed
примерен	exemplary
вјелкополски	wielkopolski
етиопјани	ethiopians
ресетирање	reset
хематологија	hematology
неизбежни	unavoidable
неизбежни	inevitable
рга	rga
курта	kurta
заградуваат	grates
гробари	gravediggers
добсон	dobson
џона	jonah
прошетките	sightseeing
мортен	morten
кадата	tub
кадата	bathtub
љутфи	lutfi
ескобар	escobar
влошената	deteriorating
гнили	festering
анж	ange
крвопролевања	crips
пигмејци	pygmies
моси	mossi
брита	britta
хнк	hnk
микроформати	microformats
тоса	tosa
лазањи	lasagne
пикадили	piccadilly
реиналдо	reinaldo
намази	namazi
ајатолах	ayatollah
емсланд	emsland
подруми	cellars
подруми	basements
амортизери	buffers
државничките	statecraft
бежичен	cordless
адамсон	adamson
фелиша	felicia
радин	radin
прислушување	wiretaps
прислушување	wiretapping
прислушување	eavesdropping
астат	astatine
хафниум	hafnium
неподготвени	unprepared
прекинувачите	switches
баша	basha
каскадер	stuntman
врескање	screaming
врескање	scream
ливадија	livadia
тонажа	tonnage
друпал	drupal
дугај	duguay
ардахан	ardahan
причард	pritchard
вергара	vergara
мев	mev
кузнецова	kuznetsova
франковска	frankivsk
зам	ism
мурска	murska
гаргамел	gargamel
куфери	suitcases
тежеше	weighed
грифитс	griffiths
најисточните	easternmost
зервас	zervas
кларинетист	clarinettist
изведениот	bungled
леонкавало	leoncavallo
моќник	strongman
енгелберт	engelbert
бифтек	steak
доа	doa
бенгвет	benguet
блатер	blatter
химена	jimena
молеше	begged
тапа	suck
тапа	blunt
тапа	cork
тарзан	tarzan
јаначек	janáček
шарада	charade
погодување	guessing
аматеризам	amateurism
перчење	gloating
меланом	melanoma
колос	colossus
драстична	drastic
живописната	scenic
хедеби	hedeby
аристотелова	aristotelian
линдал	lindahl
џојстик	joystick
отпочната	initialized
динко	dinko
штетниците	pests
амфори	amphorae
торвалдс	torvalds
сослушувања	hearings
незначајна	bagatelle
златарот	jeweler
гиш	gish
хенигсдорф	hennigsdorf
дрзок	impertinent
дрзок	insolent
дрзок	cheeky
разбери	understand
посреќен	happier
лули	luli
дамаст	damask
пици	pizzas
кесички	baggies
вухан	wuhan
праха	praha
трпелив	patient
дестабилизира	destabilising
дестабилизира	destabilize
премолчено	tacitly
преговарачки	negotiating
ризе	rize
келерман	kellerman
траумите	traumas
негирана	disproved
бескорисна	useless
јенките	yankees
либке	lübke
њунес	nunes
захир	zahir
велман	wellman
добжански	dobzhansky
терабајт	terabyte
утака	utaka
донеси	bring
донеси	fetch
посто	percent
мирисаат	smell
мирисаат	smells
корекцијата	rectification
маф	maf
брунсвик	brunswick
наместено	furnished
прелиминарен	preliminary
аргентинец	argentinean
блумингтон	bloomington
макон	macon
хјун	hyun
методист	methodist
риголето	rigoletto
палме	palme
костин	kostin
мекдугал	macdougal
шетланд	shetland
минхеберг	müncheberg
прашко	duster
асизи	assisi
адил	adil
терабитија	terabithia
одеон	odeon
бармен	bartender
патрона	patrona
сексистички	sexist
признавам	admittedly
мачковидни	feliformia
диого	diogo
кегни	cagney
фрис	friis
мултитаскинг	multitasking
спец	specs
чинмој	chinmoy
деловник	rulebook
деликвент	delinquent
исака	isaka
патријархално	patriarchal
симе	sime
кубит	cubit
бертил	bertil
берењето	bending
амбарите	barns
формалности	formalities
гетата	slums
саад	saad
мјуриел	muriel
хадад	haddad
ромуло	romulo
бомбаш	bomber
бујар	bujar
имплозија	implosion
камачо	camacho
помни	remembering
помни	remembers
коприви	nettles
слов	slov
лажи	lie
пеорија	peoria
пиедад	piedad
апчињата	pills
мада	mada
вилкокс	wilcox
алесандра	alessandra
сонувачи	dreamers
тротер	trotter
придржувањето	adherence
буковац	bukovac
тија	thea
кругман	krugman
блуза	blouse
видовит	psychic
вилаумески	willaumez
нормализирана	normalised
дори	dory
санитет	sanitation
рука	ruka
снел	snell
далберг	dalberg
маринко	marinko
поентирање	goalscoring
дајсон	dyson
вампиризам	vampirism
туполев	tupolev
шутер	shooter
исплива	cruised
неважно	irrelevant
мурило	murilo
обафеми	obafemi
фетален	fetal
одгледувач	grower
лунден	lunden
пресреќен	overjoyed
пресреќен	ecstatic
ајкројд	aykroyd
дерг	derg
галати	galati
хенг	heng
сноуден	snowden
виталијан	vitalian
кто	kto
сасанидско	sasanian
лудвигсбург	ludwigsburg
нанајски	nanai
јануш	janusz
флис	fleiss
вообразен	condescending
метафаза	metaphase
асинхрона	asynchronous
шпремберг	spremberg
небитни	expendable
краон	craon
каину	kainuu
агилар	aguilar
советуваше	advised
арамис	aramis
џејмстаун	jamestown
кнесет	knesset
инфициран	infected
фулгенсио	fulgencio
тарсус	tarsus
енки	enki
левитација	levitate
хипократовата	hippocratic
шепоти	whisper
шепоти	whispers
столац	stolac
хаслер	hassler
хаслер	hustler
помирува	acquiesced
деликвенција	delinquency
гроѓиск	grodzisk
немезис	nemesis
садику	sadiku
роботска	robotic
ваџет	wadjet
монтоја	montoya
запленување	seizures
запленување	seizure
егалео	egaleo
централизира	centralize
извика	shouted
трансформери	transformers
армагедон	armageddon
шардоне	chardonnay
чапел	chapelle
чапел	chappell
чапел	chappelle
донели	donnelly
билан	bilan
пучо	puccio
соживување	immersion
чекорат	stride
пополо	popolo
алкини	alkyne
устите	mouths
азимут	azimuth
малден	malden
најкраткото	shortest
калиграфи	calligraphers
угарски	ugric
имa	ima
чадори	umbrellas
роло	rollo
роло	rolo
запомнет	remembered
норберто	norberto
утра	mornings
омикрон	omicron
лосион	lotion
корин	corinne
пеќин	peqin
депортирање	deportation
депортирање	deporting
мија	mia
дивокози	rupicapra
мултинационалната	multinational
бајрактар	bayraktar
ајзек	isaak
ајзек	isaac
џампаоло	giampaolo
ките	ers
презентерите	presenters
патил	patil
идиом	idiom
мултипроцесирање	multiprocessing
чаури	casings
чаури	cartridges
чаури	shells
шверцување	contraband
шверцување	smuggling
џипот	jeep
исечи	cut
исечи	crop
најчиста	cleanest
најчиста	purest
багажникот	trunk
осмоаголна	octagonal
гучионе	guccione
телеграмата	telegram
англосфера	anglosphere
пералта	peralta
нортамбрија	northumbria
ненасилен	nonviolent
стоичков	stoichkov
индијскиот	sharad
миротворец	peacemaker
миротворец	peacekeeper
ретинол	retinol
примамлива	temptress
жос	jos
жос	joss
лури	lurie
кико	kiko
контрадикции	contradictions
кубе	plait
епинал	épinal
подравка	podravka
пролактин	prolactin
харпун	harpoon
унгер	unger
хајнес	haynes
денисов	denisov
драгон	xiaolong
ферера	ferrera
монсанто	monsanto
ниутао	niutao
вајд	veidt
срамежливост	shyness
кинабалу	kinabalu
вратар	gatekeeper
вратар	doorman
поарно	rather
ровненска	rivne
имин	imine
калибрација	calibration
витмен	whitman
расистичко	racist
екстрактот	essence
беобахтер	beobachter
месон	maison
врколаците	werewolves
паралимни	paralimni
летаа	flew
врс	vrs
канун	kanun
пијаници	drunks
пијаници	drinkers
сапуновидни	sapindales
маџид	majid
рае	rae
ијасент	hyacinthe
кебу	cebu
џулиан	julian
паг	pag
полиетилен	polyethylene
амано	amano
орозко	orozco
рампата	ramp
хоста	hosta
георгиу	georgiou
мухтар	muhtar
актинобактерии	actinobacteria
вињета	vignette
зенерови	zener
патор	duck
верификацијата	verifying
мече	bear
доџерс	dodgers
доџерс	dodger
мајр	mair
сванте	svante
санката	sleigh
санката	sled
автоматизацијата	automation
мустафи	mustafi
елс	els
папајоану	papaioannou
соколари	falconers
каменски	kamensky
послушник	henchman
непопуларност	unpopularity
валпол	walpole
експропријација	expropriation
напалм	napalm
тепуи	tepui
ратдаун	rathdown
хоа	hoa
ливонски	livonian
гила	gila
агро	agro
вртечките	whirling
рожае	rožaje
ципокрилци	hymenoptera
едноклеточен	unicellular
салал	salal
мерно	murnau
деварман	devvarman
молик	molik
фенинг	fanning
опортунисти	opportunists
палеонтолозите	paleontologists
слушалка	earpiece
пцуење	cursing
пцуење	swearing
браникот	bumper
бескраен	endless
економичност	economical
инспиративни	inspirational
фотелја	armchair
стоболки	spermophilus
резервоарите	reservoirs
буве	beauvais
фишбејн	fishbein
отклонување	straying
лилонгве	lilongwe
лактам	lactam
апостолос	apostolos
збунето	aimless
збунето	confused
брикстон	brixton
куќарки	cottages
ендокринологија	endocrinology
најкус	shortest
гилфи	gylfi
руинирани	disrepair
корте	corte
мразев	hated
хамбургери	burgers
хамбургери	hamburgers
прем	prem
книн	knin
гангстерски	gangsta
мостафа	mostafa
андо	ando
транквило	tranquillo
лусинда	lucinda
германија}}	germany}}
заострува	clamping
мултиетнички	multicultural
мултиетнички	multiethnic
апластична	aplastic
оневозможени	disabled
диносаурус	dinosaur
матурска	prom
лобос	lobos
проколната	cursed
свирепо	cruel
свирепо	brutal
маруан	marouane
хјусон	hewson
поткопување	undermining
поткопување	undermine
непроодни	impassable
пиронкова	pironkova
книжара	bookshop
украденото	loot
неоплазија	neoplasia
балестра	balestra
астробиологија	astrobiology
каел	kael
преведи	translate
сипа	sipa
бескиди	beskids
зиг	zig
зиг	sieg
фрустрирачки	frustrating
брандес	brandes
интернист	internist
сенота	cenote
парамециум	paramecium
расклопен	disassembled
бабит	babbitt
профаза	prophase
гилјермо	guglielmo
брух	bruch
канабисот	cannabis
клеветење	mudslinging
клеветење	slandering
научена	learnt
баго	bago
стејли	staley
фанатици	fanatics
книжари	booksellers
уверливо	convincingly
елеци	vests
бим	beam
виновно	guilty
хејворт	heyworth
преработувачки	reprocessing
кафетерија	cafeteria
тужител	plaintiff
гипсон	gipson
андро	andro
сириза	syriza
облачноста	cloudiness
сурфер	surfer
мартинели	martinelli
ортаци	cronies
симпатричка	sympatric
торенс	torrance
собек	sobek
леток	leaflet
леток	flyer
чекаа	waited
пастув	stallion
пастув	stud
губитниците	losers
клето	darned
кондон	condon
фамагуста	famagusta
брави	locks
агностицизам	agnosticism
астро	astro
фолклористика	folkloristics
билирубин	bilirubin
безобразен	cheeky
емулација	emulation
киосците	newsstands
рајски	paradise
инекции	injections
бану	banu
миозин	myosin
излечил	cured
блеки	blackie
дукет	duquette
штос	prank
кукавиците	wimp
деир	deir
жолчна	acrimonious
караимски	karaim
бамако	bamako
рази	razi
расклопување	navi
хелсиншки	helsinki
хобит	hobbit
радом	radom
менувачи	shifters
абракадабра	abracadabra
диктаторите	dictators
антакија	antakya
оромо	oromo
кнежевствата	principalities
курдска	kurdish
мирјани	laymen
диа	dla
известувачот	rapporteur
исмаел	ismael
хауер	hauer
хенслоу	henslowe
хаки	haki
брухо	brujo
пуиг	puig
халал	halal
сефови	safes
блекфут	blackfoot
премиерката	pm
кардиолози	cardiologists
заштитничката	cobre
повеќеслоен	multilayered
сопра	sopra
газат	trampling
газат	trample
мансини	mancini
мородер	moroder
силикат	silica
дефанзивно	defensively
урамнотежи	counterbalance
стиропор	styrofoam
тимбу	thimphu
исп	isp
седатив	sedative
поздравија	hailed
печатна	typo
хипокауст	hypocaust
арандел	arundel
остеологија	osteology
шмелцер	schmelzer
нафтовод	pipeline
бизнисменка	businesswoman
пангалос	pangalos
петљура	petliura
дезинформации	misinformation
еритромицин	erythromycin
бомбони	candy
лефкада	lefkada
азитромицин	azithromycin
адо	atto
лаење	barking
касуитсуп	qaasuitsup
зендер	xander
аструд	astrud
огуз	oguz
шамар	slap
хоркрукс	horcrux
бановиќи	banovići
харпо	harpo
ватнајекидл	vatnajökull
пресреќна	delighted
ирвајн	irvine
брентвуд	brentwood
патролираат	patrolling
мејбери	mayberry
авторизиран	authorized
саломе	salome
жнее	reaps
облечено	dressed
кажуваш	telling
полисахарид	polysaccharide
нуадибу	nouadhibou
игнатов	ignatov
одлета	flew
бастиони	bastions
пентаграм	pentagram
пентаграм	pentacle
шестпати	sixfold
фантомски	phantom
аденокарцином	adenocarcinoma
вандализира	vandalize
вајман	weimann
пополнувач	filler
чуди	amazes
перманганат	permanganate
катарза	catharsis
модуларен	modular
тврдоглаво	stubbornly
балиол	balliol
стодарт	stoddart
цезаре	cesar
герника	gernika
чоко	choco
теја	teja
хиршберг	hirschberg
станар	tenant
потписничка	signatory
зед	zed
честити	chastity
разгледувања	deliberations
лапис	lapis
бејнбриџ	bainbridge
тромбоцитопенија	thrombocytopenia
миха	micah
карон	caron
карон	charon
даен	diaye
неразумен	bewildered
неразумен	unreasonable
плебејци	plebs
саб	saab
бучен	noisy
австроазиски	austroasiatic
неисполнети	unfulfilled
сете	sete
подеми	ups
саке	sake
слушав	listened
исао	isao
хуелва	huelva
ловет	lovett
трпезна	refectory
намуртен	grouchy
намуртен	frown
бовари	bovary
фука	fuka
глеб	gleb
ирачаните	iraqis
штајнбах	steinbach
кодеин	codeine
олигопол	oligopoly
комфорт	comfort
ортопедска	orthopedic
метли	brooms
метли	broomsticks
сеприсутен	omniscient
бруцош	freshman
почни	start
почни	begin
јакната	jacket
ланче	necklace
ермис	ermis
атак	attack
зависниците	addicts
табаре	tabaré
шехерезада	scheherazade
бернандино	bernardino
варлам	varlam
бомбардерите	bombers
кредо	credo
викерс	vickers
квадар	cuboid
спонтаноста	spontaneity
океанографски	oceanography
памју	pamyu
алхемичари	alchemists
морници	bumps
#ако	#if
едитори	editori
росас	rosas
алкот	alcott
аортен	aortic
осиромашените	impoverished
пумба	pumbaa
гратис	gratis
ндк	ndc
несовесно	unconscionable
пунто	punto
хавели	haveli
фут	foote
визиготско	visigothic
пилули	pills
шувалов	shuvalov
клирвотер	clearwater
бето	beto
магнусен	magnussen
понижувачко	humiliating
зулендер	zoolander
лахуд	lahoud
корпа	basket
корпа	trash
емори	emory
нотари	notaries
брош	brooch
фратини	frattini
детоксикација	detoxification
стерна	sterna
алпака	alpaca
рајнсдорф	reinsdorf
глиф	glyph
ганц	ganz
оги	augie
конструктивизмот	constructivism
дилон	dillon
маркато	marcato
гудрун	gudrun
хулиганите	hooligans
подвлече	underlined
подвлече	underscored
уте	ute
циркониум	zirconium
затоплува	warms
пругасти	striped
фуртадо	furtado
беспрекорен	flawless
антофагаста	antofagasta
апартхејд	apartheid
елфриде	elfriede
кислинг	kiesling
злочини	crimes
дискредитира	discredit
назарбаев	nazarbayev
гилермо	guillermo
имплицитната	implicit
бокерини	boccherini
мазур	mazur
санио	sannio
преговарачите	negotiators
бартоло	bartolo
неорганизирана	unstructured
несака	dislikes
нандо	nando
бло	blois
канури	kanuri
мелени	dash
дикембе	dikembe
рурик	rurik
бескрајната	unending
неподносливо	unbearable
олмек	olmec
дефектни	defective
дефектни	flabby
нурсултан	nursultan
институционализирани	institutionalised
слезовидни	malvales
полиглот	polyglot
омаловажувачки	pejorative
микроклима	microclimate
алабастер	alabaster
кима	kima
јосемити	yosemite
мекклеин	mcclean
франкл	frankl
гин	gyn
хајаши	hayashi
нуклеозид	nucleoside
хетч	hetch
незамисливи	unimaginable
ремисија	remission
улјановск	ulyanovsk
меркише	märkische
јамата	pit
мочурлива	swampy
разбеснет	incensed
инфицирање	infecting
дрска	sassy
дрска	brazen
давуд	dawood
метеоритите	meteorites
несебичност	selflessness
кабуки	kabuki
фатос	fatos
слејд	slade
латгалски	latgalian
волер	waller
рандеву	rendezvous
лорсен	laursen
премачкани	laced
журки	partying
милостив	merciful
нормативно	normative
кревки	fragile
кревки	delicate
кревки	frail
бакни	kiss
фенси	fancy
бион	bion
латакија	latakia
лихварите	moneylender
блажени	blessed
корумпирана	corrupt
факундо	facundo
говедски	bovine
кацига	helmet
еротската	rotted
брокерска	brokerage
дрско	impertinent
дрско	sassy
дрско	cheeky
теодоракис	theodorakis
неждет	necdet
#не	#no
#не	#not
проективна	projective
многуклеточен	multicellular
маламут	malamute
стоички	stoic
ваксман	waksman
непоправлива	irreparable
милисент	millicent
карерас	carreras
субвенционирање	endowment
лавлејс	lovelace
комсомолск	komsomolsk
оломоуц	olomouc
обианг	obiang
галба	galba
сандер	sander
брејс	brace
пулен	poulain
нтс	ntc
елиезер	eliezer
ќофтиња	meatballs
тирингиска	thuringian
навек	evermore
пепер	pepper
слушајте	listen
бамбара	bambara
шверцер	bootlegger
шверцер	smuggler
перин	perrin
подесува	calibrating
азаров	azarov
перцептрон	perceptron
нантакет	nantucket
сензуалност	sensuality
палеографија	palaeography
недоверливи	untrustworthy
жеравовидни	gruiformes
лауренти	laurenti
черновечка	chernivtsi
есперанса	esperanza
милен	milen
дејмос	deimos
каприц	whim
помагаа	assisted
колеман	coleman
калисто	callisto
сатоши	satoshi
фама	fama
маузер	mauser
формалдехид	formaldehyde
шамивче	handkerchief
румсдал	romsdal
лузната	scar
тулун	tulun
капучино	cappuccino
минбер	minbar
теиде	teide
живеев	lived
дигестивна	digested
сметководители	accountants
кајперов	kuiper
лилит	lilith
тајгер	trager
аластор	alastor
заклал	slayed
заклал	snatched
гранулоцити	granulocytes
спакуван	packed
амори	amori
преторијанската	praetorian
бродоградилишта	shipyards
картографи	mapmakers
браник	bumper
#за	#for
пем	pam
јужњаците	southerners
светулки	fireflies
лансинг	lansing
четинарски	conifer
марсовски	martian
ликери	liqueurs
житомир	zhytomyr
пржи	fry
