категорія	category
мельник	melnyk
марина	marina
кухня	cuisine
кухня	kitchen
містяться	contained
містяться	contains
князі	begs
дисертації	thesis
плавець	swimmer
академічний	academic
фантастичні	fantastic
убитий	murdered
рухів	movements
мирний	peaceful
аспекти	aspects
досягли	reached
армійський	army
суддів	judges
вгору	up
вгору	upward
батареї	battery
акад	akad
релігійна	religious
сектор	sector
техас	texas
браун	brown
браун	braun
друзі	friends
обчислення	calculate
обчислення	calculating
обчислення	computing
обчислення	calculation
обчислення	calculations
янський	jansky
авто	auto
авто	car
злочини	felony
злочини	massacre
злочини	crimes
злочини	transgressions
спеціалістів	professionals
кладовище	cemetery
кладовище	graveyard
дід	ded
дід	grandfather
звинувачення	charges
звинувачення	accusation
звинувачення	prosecution
звинувачення	accusations
отець	father
намагаючись	trying
копій	copies
бойовики	action
ена	aisne
ена	ana
повідомляє	tells
ввп	gdp
здібності	abilities
здібності	powers
ростуть	grow
множина	set
автомобільна	automotive
іслам	islam
максима	maxima
валенсія	valencia
завантаження	load
завантаження	loading
завантаження	boot
цін	qing
тривало	lasted
дисципліни	discipline
включені	included
операцію	transaction
механізми	mechanisms
записаний	taped
конструкцій	constructions
організаторів	organizers
вагою	weighing
владі	vlady
традиція	tradition
здатний	capable
показати	display
показати	render
показати	show
фронтах	fronts
форум	forum
капітал	capital
капітал	stock
капітал	principal
бургундія	burgundy
легка	easy
ознакою	indications
онтаріо	ontario
мілан	milan
мілан	milano
йти	go
спостережень	observations
канали	channels
канали	canals
відділом	payroll
невідомі	unknown
згоден	agree
дол	dol
лікарів	doctors
стратегії	strategies
стратегії	strategy
письма	scripture
казки	tales
завершено	completed
завершено	finished
азія	asia
представляють	represent
розроблено	developed
розроблено	designed
колі	collie
колі	lap
входу	login
зіграла	cast
кароліна	caroline
кароліна	karolina
кароліна	carolina
атмосфери	atmospheres
близький	close
близький	nigh
підтримувати	maintain
підтримувати	supportive
хвиля	wave
стародавній	ancient
учитель	teacher
графіка	plot
графіка	graph
графіка	graphics
графіка	artwork
ключ	radical
ключ	key
кільце	ring
застосуванням	horrifying
цінності	values
ділянку	region
комахи	insects
комахи	insect
постійний	sustained
постійний	permanent
постійний	constant
постійний	persistent
сіль	sel
сіль	salt
сіль	salts
сіль	sil
доки	till
доки	until
просування	promotions
просування	promotion
рей	rey
рей	rei
рей	ray
доповнення	completion
доповнення	complement
запуск	launch
запуск	startup
запуск	starting
дом	dom
моє	my
моє	mine
повноважний	plenipotentiary
чистий	clean
гімназія	gymnasium
відображає	reflects
маре	marais
молдова	moldova
єва	eva
єва	ewa
єва	eve
почесна	dignified
бомбардир	bombardier
невідомий	unknown
флоренції	florence
додавання	adding
додавання	addition
додавання	appending
додавання	add
додавання	additions
додавання	append
монографія	monograph
факс	fax
борисович	khodorkovsky
борисович	gul
ранку	morning
вершина	summit
вершина	vertex
годину	hour
збільшити	increase
збільшити	lighten
збільшити	enlarge
необхідних	essential
етапи	tiers
мкс	iss
мкс	expedition
товариств	societies
дотримання	adhering
літера	letter
продовжити	continue
продовжити	proceed
продовжити	resume
драматичного	dramatic
льотчик	airman
цвинтар	cemetery
цвинтар	graveyard
величезний	huge
величезний	vast
кінематографістів	cinematographers
скупчення	cluster
скупчення	clusters
мирного	peaceful
закінчився	ended
колони	pillars
колони	colum
викликати	invoke
модуль	modulus
модуль	module
маленькі	small
маленькі	little
маленькі	tiny
емблема	emblem
емблема	seal
кафе	cafe
кафе	café
експедиція	expedition
монголії	mongolia
колумбія	columbia
колумбія	colombia
традиційні	traditional
зменшується	diminishes
зменшується	decreasing
ісландії	iceland
переможці	winners
єлизавета	elizabeth
єлизавета	elisabeth
джозеф	joseph
пікардія	picardy
прилади	appliances
керує	handles
керує	directing
судно	vessel
судно	ship
лас	las
заголовок	header
заголовок	title
дисциплін	disciplines
псевдонім	nick
псевдонім	pseudonym
псевдонім	nickname
псевдонім	alias
вирушив	travelled
внесення	making
буквально	literally
хліб	bread
філія	philia
будувати	build
франческо	francesco
містер	mister
містер	mr
розі	rose
розі	rosie
пошкодження	damage
нащадки	descendants
нідерландах	netherlands
сенс	meaning
альфред	alfred
лгбт	lgbt
дружби	friendship
міннесота	minnesota
американці	americans
рот	rot
рот	mouth
рот	mouths
рот	roth
популярний	popular
повідомлень	messages
пушкіна	pushkin
незалежні	independent
денис	denys
денис	dennis
денис	denis
вирішила	decided
записів	entries
електроенергії	electricity
кожні	every
відсутній	absent
відсутній	none
відсутній	missing
напруги	voltage
виділити	highlight
виділити	allocate
вдосконалення	perfecting
вдосконалення	improvements
вдосконалення	improving
звичайні	ordinary
звичайні	usual
межа	limit
межа	border
червоне	red
соціальний	social
проведена	constructed
тім	tim
програв	lost
асфальт	asphalt
меса	mesa
майданчик	course
мон	mont
мон	mon
вбито	assassinated
екс	aix
перекладачі	translators
частоти	frequencies
аргентина	argentina
передачу	transmit
служити	serve
виконавець	performer
виконавець	executor
виконавець	resource
виконавець	artist
образу	offense
образу	demoted
виправити	fix
виправити	adjust
виправити	correct
виявилися	padlock
корея	korea
несе	carries
несе	carrying
несе	lays
визнано	recognized
юридичний	legal
транспортування	bulky
транспортування	transportation
визначні	outstanding
вела	vela
щойно	newly
щойно	just
скоро	soon
панк	punk
присвятив	dedicated
присвятив	dedicates
знищено	destroyed
виробники	producers
виробники	manufacturers
ваші	your
ваші	yours
агентство	agency
продуктивність	productivity
психологія	psychology
відсотків	percentages
відсотків	percent
франциско	francisco
їхнє	theirs
їхнє	their
мзс	mfa
інтеграції	integrations
інформаційні	informative
інформаційні	informational
ареал	areal
загибель	extinction
загибель	doom
домашніх	domestic
домашніх	pets
латинської	latin
археологія	archaeology
московська	moscow
експозиції	exposure
сербія	serbia
молока	milk
голоду	starvation
ліцей	lyceum
координат	coordinate
дозволили	permitted
криза	crisis
медицина	medicine
кнр	prc
принцеса	princess
представника	spokesman
представника	representative
вказано	supplied
вказано	specified
приватні	private
угорський	hungarian
вітер	wind
тон	tone
синдром	syndrome
електронний	electronic
обіг	circulation
забруднення	pollution
небо	sky
небо	skies
постійні	persistent
дитячої	infant
смуга	carriageway
балів	points
дискусії	discussions
дискусії	discussion
дискусії	debate
припинив	ceased
вирішити	resolve
вирішити	solve
вирішити	decide
жертви	sacrifices
жертви	victims
жертви	victim
натуральне	subsistence
лежать	lie
церемонія	ceremony
хімія	chemistry
поема	poem
поема	narrative
зняв	withdrew
світовий	world
комплексів	generations
контакти	contacts
карло	carlo
китайська	chinese
організаціями	organisations
організаціями	agencies
листі	letter
подобається	fond
подобається	like
подобається	likes
сцена	scene
єна	jena
вчився	studied
мільйони	millions
збірок	collections
точку	point
сон	sleep
сон	dream
сон	sung
сон	dreaming
міжнародне	international
заг	zag
збереглося	retained
студент	student
наполеона	napoleon
руку	hand
іванов	ivanov
тими	those
гілка	thread
гілка	branch
документальний	documentary
йозеф	jozef
йозеф	joseph
йозеф	josef
труднощі	difficulties
труднощі	troubles
ріка	river
ріка	rika
справжній	real
випускає	shoots
виступили	myself
маленький	little
заміни	wildcard
лариса	larissa
зберігає	saves
суто	clearly
підготував	prepared
калібру	calibre
співпрацю	collaborating
співпрацю	cooperation
лісовий	buff
хлопець	guy
хлопець	boyfriend
грецькі	greek
мексика	mexico
використано	used
глибини	depths
проводили	conducted
дату	date
каплиці	cartoons
очей	eyes
республік	republics
опубліковані	posted
дрібними	diminishing
модифікація	revision
заборону	ban
глибоко	deep
вірменія	armenia
серйозно	serious
серйозно	seriously
словаччині	slovakia
георг	george
георг	georg
дивно	strangely
дивно	weird
дивно	strange
дивно	odd
данила	danila
наявні	available
італійської	italian
тепла	warm
внутрішня	internal
кожну	each
наше	our
православний	orthodox
відповідність	relevance
відповідність	matching
відповідність	match
відповідність	matched
показана	shown
показана	displayed
співпраця	collaboration
співпраця	collaborate
венеція	venice
венеція	venezia
конвенції	convention
конвенції	conventions
передусім	foremost
меморіал	memorial
ендрю	andrew
спектр	spectrum
колорадо	colorado
буття	being
буття	genesis
житла	housings
стів	steve
словника	vocabulary
навіщо	whither
навіщо	why
конкретних	specific
затока	sinus
затока	gulf
затока	bay
цивільних	civilians
цивільних	civilian
сходження	ascension
сходження	climbing
сходження	climb
піднесення	vowel
агент	agent
паулу	paulo
маріуполь	mariupol
послідовно	subsequently
дітям	kids
росту	growth
обрали	chose
теодор	theodore
теодор	theodor
теодор	théodore
теодор	teodor
аналогічно	similarly
воріт	gates
лот	lot
відповідний	appropriate
відповідний	corresponding
печі	furnaces
фунтів	pounds
вільямс	williams
умовно	tentatively
ціни	prices
алан	alan
сірий	gray
сірий	grey
змія	snake
ризик	risk
спробував	attempted
спробував	tried
мечеть	mosque
гей	gay
кратер	crater
збирання	collecting
збирання	compilation
збирання	compiling
збирання	build
набуває	takes
плавці	swimmers
розпочали	launched
август	augustus
прихильники	supporters
бей	bey
пізнання	enlightenment
стояли	stood
духовного	bedtime
бажано	preferably
бажано	desirable
статут	regulations
статут	statute
отримувати	receive
отримувати	recieve
механіка	mechanics
береги	banks
камені	stones
камені	rocks
висловив	expressed
ген	gene
наче	adventurers
мости	bridges
ступені	cascade
мазепи	mazepa
ймовірність	probability
атомів	atoms
жовті	lutea
жовті	yellow
повернулася	back
повернулася	returned
дитиною	childish
усунення	elimination
правопис	orthography
правопис	spelling
залози	glands
залози	gland
іспанська	spanish
придушення	suppression
підрозділу	mascots
представлення	representation
представлення	representations
славу	fame
славу	glory
жовтого	yellow
агентства	agencies
бюджет	budget
чисельністю	gangs
македонія	macedonia
дипломати	diplomats
технологічного	technological
стоять	standing
водосховище	reservoir
водяний	water
афіни	athens
струмок	creek
струмок	stream
хотіли	wanted
швидке	quick
швидке	fast
книжка	book
дізнається	hears
завершився	ended
завершився	exited
реалізація	implementation
реалізація	implements
реалізація	realisation
реалізація	realization
нащадків	heirs
сімферополь	simferopol
ряди	series
ряди	procession
дін	ding
дін	dean
дін	dene
міжнародній	sidelines
нещодавно	recently
лісова	wood
лісова	forest
викликала	caused
викликала	called
плата	plata
усть	ust
костянтинович	konstantinovich
брама	gate
доньки	daughters
електронні	electronic
загрозу	menace
загрозу	threat
маршрути	routes
маршрути	journeys
теорема	theorem
звучить	sounds
написи	signs
поглядів	beliefs
адресу	address
алжиру	algiers
алжиру	algeria
турі	turi
александра	alexandra
молекули	molecule
молекули	molecules
кути	corners
кути	angles
міру	measure
значне	high
зала	hall
трек	track
безпека	security
безпека	safety
башта	tower
майк	mike
дністра	dniester
акти	acts
маршрутів	routes
коментарі	comments
реставрації	reclamation
резиденція	residence
кузов	carriage
спеціаліст	specialist
крістіан	christian
крістіан	kristian
подібна	similar
біологія	biology
особливі	specials
особливі	diverse
особливі	special
кваліфікацію	qualifications
тем	themes
тем	topics
тем	themed
тем	theming
яни	gentry
ефекти	effects
садок	garden
виконано	executed
виконано	completed
виконано	done
монреаль	montréal
монреаль	montreal
погодився	agreed
дихання	breathing
визначено	defined
визначено	unclear
визначено	identified
коаліції	coalition
кордони	boundaries
кордони	borders
хімік	chemist
суперечки	disputes
сади	gardens
словаччина	slovakia
широка	wide
барселона	barcelona
банків	banks
перевірити	test
перевірити	verify
перевірити	validate
перевірити	check
процедури	procedures
процедури	procedure
фахівці	specialists
сильні	strong
зат	zat
стандарту	compliance
планета	planet
включено	included
включено	inclusive
голод	famine
голод	hunger
валерія	valeria
чайковського	tchaikovsky
герельс	gehrels
діапазон	ranges
діапазон	range
вовк	wolf
захистити	protect
кдб	kgb
схожа	resembles
конте	conte
комісар	commissioner
тобі	toby
ветеранів	veterans
вдалось	could
постанови	constitutions
припинити	cease
припинити	stop
припинити	terminate
звуки	sounds
око	eye
зон	zones
показників	metrics
карпати	carpathians
ікона	icon
ска	ska
близькі	close
водню	hydrogen
трійці	trinity
кальвадос	calvados
офіцери	officers
зняти	withdraw
зняти	unset
темою	topic
темою	subject
зуби	tooth
зуби	teeth
європейські	european
йоганн	johann
адольф	adolphe
адольф	adolph
адольф	adolf
щодня	daily
меті	matty
каміння	rocks
збігається	matches
збігається	same
литва	lithuania
реклами	ads
гірська	mountain
іоанн	john
краків	cracow
краків	krakow
краків	kraków
серп	sickle
прямий	direct
молекул	molecules
гонки	racing
рейнланд	rhineland
мвт	mw
ранній	early
підприємець	entrepreneur
іран	iran
алекс	alex
панорама	panorama
довідка	help
поїзди	trains
герби	herbie
герби	herby
блоків	blocks
хлопчик	boy
чарлі	charlie
чарлі	charley
придбання	purchase
невеликими	slight
водія	driver
чин	chin
мотиви	motifs
мотиви	motives
реєстр	registry
простий	simple
простий	plain
відзначається	celebrated
турне	touring
козацька	cossack
труби	pipes
труби	tube
запросив	invited
шотландія	scotia
шотландія	scotland
вбиває	kills
старе	stare
старе	old
коста	costa
коста	kosta
дорогою	darling
стандарти	standards
шер	sher
шер	cher
прибуття	arrival
прибуття	arrivals
дар	dar
активним	active
перегляду	browsing
пілот	pilot
воля	will
воля	willed
воля	wola
назавжди	forever
назавжди	permanently
приводить	concealing
помилка	err
помилка	failure
помилка	failed
помилка	error
помилка	mistake
монтаж	montage
монтаж	editing
ліцензії	licenses
ліцензії	license
пат	stalemate
пат	pat
епоха	epoch
епоха	era
регіональний	regional
монумент	monument
коріння	roots
осн	osn
взуття	shoe
взуття	footwear
взуття	shoes
виконавчий	executive
сем	sem
сем	sam
мис	cape
стюарт	stuart
стюарт	stewart
рда	rda
рудольф	rudolph
рудольф	rudolf
поїхав	went
тулуб	torso
грала	played
мілана	milana
кременчук	kremenchuk
отаман	ataman
вілла	villa
часопис	magazine
періодично	periodically
магазини	shops
магазини	stores
ельст	elst
баз	baz
баз	buzz
пиво	beer
оболонки	shell
оболонки	shells
війн	wars
сотня	hundred
фігура	figure
статуя	statue
затверджено	approved
прототип	prototype
кислота	acid
джонсон	johnson
грузія	georgia
пасажирський	airliner
коментар	comment
поштова	postal
борці	wrestlers
борці	protestors
малюнки	drawings
малюнки	artwork
скасовано	cancelled
скасовано	canceled
перебрався	strainer
крило	wing
ретельно	thoroughly
прискорення	acceleration
прискорення	overclocking
прискорення	accelerate
самці	males
поранених	wounded
жіночого	feminine
всеукраїнської	informational
визнати	admit
відвідував	visited
смоленська	smolensk
підписали	signed
заводів	factories
жіночі	lady
листів	correspondence
скоріше	rather
добрий	good
ударів	strokes
ударів	bumps
правові	legal
житло	abode
житло	housing
житло	lodging
наталя	natalia
монте	monte
гриби	mushrooms
гриби	fungi
гриби	mushroom
ілюстрації	illustrations
ілюстрації	illustration
конструктор	constructor
метрополітен	subway
метрополітен	metro
бактерій	bacterial
тривали	lasted
строк	period
строк	periods
затоці	gulf
спеціальність	concentrations
спеціальність	concentration
командувача	commander
фінансової	accountability
внизу	downstairs
внизу	bottom
українка	ukrainka
талант	talent
фази	phase
фази	phases
посадки	landings
подається	chapters
іспанської	spanish
хіт	hit
хіт	heath
вершин	summits
вершин	peaks
засновника	progenitor
турки	turks
активна	active
керувати	manage
меч	sword
лорд	lord
комунікації	communication
привід	reason
привід	drive
встановлюється	installs
встановлюється	establishing
боги	gods
боги	deity
боги	olympians
руслан	ruslan
тимчасовий	temporary
тимчасовий	provisional
тимчасовий	temp
шахта	shaft
кімнати	rooms
зберігати	preserve
зберігати	maintain
зберігати	store
походять	evolved
христос	christos
христос	christ
позначає	marks
аргумент	argument
свердловин	cementing
біле	white
європу	europe
єдність	unity
марино	marino
відкрити	open
кім	kim
янської	nave
натрію	sodium
представництва	ambassadors
представництва	representations
офіс	office
поширюється	distributed
народилась	born
джексон	jackson
популярні	popular
популярні	trending
гірнича	mining
зупинки	stop
зупинки	stops
кавказ	caucasus
повертає	returns
ввійшли	logged
градусів	degrees
особливе	special
потреба	need
річна	annual
позаду	behind
оригінальний	original
руська	ruska
руська	ruthenian
педро	pedro
тейлор	taylor
переселення	trek
мексиці	mexico
присутність	presence
донбасу	donbas
захищає	protects
призвела	resulted
призвела	caused
коваленко	kovalenko
сенсу	senseless
біллі	billy
біллі	billie
трапляється	happens
греки	greeks
орг	orgues
біг	ran
біг	big
біг	running
біг	runner
тлумачення	interpretation
тлумачення	confusing
точніше	larger
посередині	middle
стіні	wall
елементом	element
шарль	charles
типовий	default
типовий	typical
януковича	yanukovych
різний	varying
лідери	leaders
удосконалення	improvement
узбекистану	uzbekistan
диску	disk
викликали	called
архітекторів	architects
фредерік	frederik
фредерік	frederick
фредерік	frédéric
середина	middle
середина	mid
смак	taste
леді	ladies
леді	lady
альфа	alpha
джей	jay
протоки	straits
протоки	tiran
просить	begging
анатолія	anatolia
шиї	chilly
альберта	alberta
панелі	dockers
панелі	docks
панелі	panels
хлопці	guys
хлопці	lads
манш	manche
організувати	organize
організувати	organise
воєвода	voivode
подано	gives
сайти	sites
сайти	websites
світлі	light
світлі	afternoons
ракета	rocket
ракета	missile
приніс	brought
фактори	factors
фактори	factor
полісся	polesie
виявити	detect
кліп	clip
андреа	andrea
когось	someone
когось	somebody
підходить	suitable
підходить	suited
підходить	fit
вівтар	altarpiece
вівтар	altar
угорські	ugric
грецька	hellenic
грецька	greek
судом	posturing
судом	judged
дисципліна	discipline
частота	rate
частота	frequency
зведено	summarized
конкретні	specific
потяг	train
франш	franche
афганістану	afghanistan
гвінея	guinea
персоналу	personnel
запити	requests
метри	meters
метри	metres
подачі	feeds
євгенія	eugenia
виробництвом	producing
особлива	special
особлива	custom
важкий	heavy
важкий	rough
важкий	hard
важкий	devote
естонія	estonia
подання	submitted
технологічний	technological
хрещення	baptism
магазинів	shops
професійно	vocational
професійно	professionally
вуха	ears
втілення	implementing
джейн	jane
рідна	native
позитивні	positive
позитивні	favourable
опублікований	published
поразка	defeat
багаті	rich
багаті	wealthy
фердинанд	ferdinand
сильним	strong
нік	nick
нік	nik
набрав	scored
антонія	antonia
співробітництво	cooperation
ясно	okay
ясно	illuminated
водні	water
водні	aquatic
німецькій	deutsch
вірджинія	virginia
знали	knew
рене	rené
рене	renee
рене	rene
печера	cave
ода	oda
ода	ode
співробітники	coworkers
джиммі	jimmie
джиммі	jimmy
винахідник	inventor
важлива	important
бажанням	desires
савойя	savoie
пояснює	explains
писали	messaged
фрунзе	frunză
експорт	exports
експорт	export
ден	dan
ден	deng
ден	dun
ден	den
стародавні	ancient
братства	fellowship
вступає	joins
потому	later
робочий	work
робочий	working
патріарх	patriarchate
патріарх	patriarch
розповідь	story
носять	wearing
вал	val
коваль	blacksmith
коваль	kowal
коваль	koval
могилянська	mohyla
дистанції	distance
зняття	withdrawals
зняття	expenditure
зняття	withdrawal
вважалося	considered
приїхав	arrived
приїхав	came
обставини	circumstances
галичина	galicia
електричний	electrical
електричний	electric
трагедії	tragedies
філадельфія	philadelphia
аргентині	argentina
автобуси	busses
автобуси	buses
піхота	infantry
ситуацій	situations
оголосили	announced
жанейро	janeiro
лідія	lidia
лідія	lidiya
лідія	lydia
стояла	booked
голодомор	holodomor
простягається	stretches
міс	miss
антоній	antony
антоній	antoni
антоній	antonius
готові	ready
кер	kare
стіл	table
стіл	desk
поєднанні	conjunction
посад	posad
люксембург	luxembourg
автономії	palestine
судів	courts
полонених	prisoners
кальцію	calcium
священиків	priesthood
брак	lack
людовик	louis
людовик	ludovic
партією	acceptable
ернст	ernst
потрібен	needed
потрібен	required
будапешт	budapest
вибух	blast
вибух	explosion
вибух	exploding
продовжувати	continue
продовжувати	proceeding
коливань	hesitation
медична	medical
картки	cards
картки	flashcards
засади	fundamentals
засади	principles
територіальних	territorial
стверджують	claim
бета	beta
лікарі	doctors
поїзд	train
спеціальності	studding
копії	copies
шарів	layers
королівська	royal
національне	national
білки	protein
білки	squirrels
визначені	defined
хати	house
будівельні	building
найстаріших	oldest
вираз	expression
рідкісні	rare
бійці	fighters
синтез	fusion
синтез	synthesis
уроки	lessons
хокей	hockey
квітка	flower
дзеркало	mirror
дієго	diego
дрогобич	drohobych
кіт	kit
кіт	cat
сайтів	sites
зупинити	stop
промисловий	industrial
складності	difficulty
австрійська	austrian
говорив	spoke
боб	bob
погляду	glance
траси	trace
метра	hips
лабораторія	laboratory
критерій	criterion
критерій	criteria
задача	dining
задача	problem
екрани	screens
адміністратори	admins
судячи	judging
камера	chamber
камера	camera
вкл	incl
ленінград	leningrad
чоловічий	male
організований	organised
весна	spring
кубків	caps
вручну	manual
вручну	manually
бостон	boston
телескоп	telescope
падає	falling
спільні	shared
розміщена	housed
менеджер	manager
карлос	carlos
нігерії	nigeria
університети	universities
марса	marsa
втекти	escape
конституційного	constitutional
опитування	surveys
опитування	polls
опитування	survey
опитування	polling
опитування	poll
принципі	susceptible
анастасія	anastasia
організм	organism
готелі	hotels
попередньо	pre
сухий	dry
далекого	distant
раптово	suddenly
відхилення	deviation
відхилення	detour
огайо	ohio
крейсер	cruiser
скло	glass
скло	windshield
аргументів	arguments
прийняті	accepted
величезні	huge
зазначив	listed
матриці	matrices
матриці	matrix
гіпотеза	conjecture
гіпотеза	hypothesis
кафедрою	pulpit
клод	claude
закликав	urges
викликають	narcolepsy
необхідний	needed
необхідний	required
необхідний	bare
необхідний	essential
препарати	drug
поєднує	combining
реєстру	tweaks
зменшити	reduce
зменшити	decrease
зменшити	shrink
коновалов	konovalov
політехнічний	polytechnic
адвокат	attorney
адвокат	lawyer
сортів	varieties
передає	transmitting
прямі	straight
прямі	direct
аравії	arabia
візерунок	pattern
ока	oka
сара	sarah
сара	sara
ледь	belated
живий	alive
нба	nba
плати	plata
патрік	patrick
патрік	patrik
довженка	dovzhenko
наступне	next
джузеппе	giuseppe
найвищий	highest
найвищий	tallest
сервер	backend
сервер	server
переніс	rearrange
префектура	prefecture
тенденції	trends
тенденції	trending
святослав	sviatoslav
святослав	svyatoslav
виріс	grown
дівчата	girls
паливо	fuel
побудували	built
кон	kon
кон	cohn
кон	con
молоко	milk
спів	co
спів	singing
спів	chant
багатий	rich
офіційне	official
водоспад	shaki
водоспад	waterfall
водоспад	falls
етапів	phases
атлас	atlas
екологічної	ecological
собак	dogs
олійник	oliynyk
акули	shark
донбасі	donbas
суди	courts
росію	russia
взаємодія	engagement
взаємодія	interaction
взаємодія	interacting
маршал	marshall
маршал	marshal
іноземні	foreign
початковий	initial
електронів	electrons
концентрація	concentration
малу	malu
частки	particles
висновки	conclusions
висновки	conclusion
видалити	remove
видалити	delete
продовжується	continued
рухається	moves
обмежена	limited
обмежена	bounded
низький	low
пане	sir
редагувати	edit
господар	innkeeper
властивість	property
розповіді	stories
соло	solo
вино	wine
визнана	acknowledged
тома	toma
тома	thomas
тома	tom
кінг	king
жорж	georges
розум	mind
копія	cc
копія	copy
створене	generated
створене	created
історичне	historical
втрата	loss
діва	virgo
діва	virgin
діва	deva
діва	damsel
філософи	philosophers
регіональні	regional
рослинність	vegetation
пістолет	pistol
пістолет	gun
делегації	delegation
свідомість	consciousness
свідомість	minds
сум	sorrows
сум	gloom
сум	sum
бронза	bronze
герцогство	duchy
шах	shah
буг	buh
активне	active
комуністів	communism
чудово	great
чудово	terrific
авіаносець	carrier
рекомендації	suggested
рекомендації	recommendations
рекомендації	suggestions
захищати	protect
тест	test
тест	quiz
притулок	shelter
притулок	refuge
греблі	boating
виробляє	produces
лоб	forehead
аудиторії	audiences
аудиторії	audience
рас	ras
відповідальний	responsible
апостола	apostle
двосторонній	duplex
двосторонній	bidirectional
супутники	satellites
супутники	moons
кодування	encoding
кодування	coding
кодування	encodings
миколай	nicholas
миколай	mikołaj
